iter	Logloss
155	0.2112487123
156	0.2110435411
157	0.2109769641
158	0.2107337802
159	0.2105995233
160	0.2104431474
161	0.2102382777
162	0.2100839981
163	0.2098927566
164	0.209809257
165	0.2096850792
166	0.2095736552
167	0.2092667581
168	0.2091162826
169	0.2090633257
170	0.2089579952
171	0.2088159583
172	0.2085997433
173	0.2085169513
174	0.2083709319
175	0.2082017899
176	0.2081224261
177	0.2080096857
178	0.2078357005
179	0.2077540528
180	0.2075677193
181	0.2073682514
182	0.207177372
183	0.2070365178
184	0.2069333282
185	0.2067700258
186	0.2066431211
187	0.206601299
188	0.2064457245
189	0.2063220346
190	0.2061868208
191	0.2060013003
192	0.2059175901
193	0.2058319265
194	0.2056523456
195	0.2055627222
196	0.2052002539
197	0.2050534762
198	0.2048782154
199	0.204831924
200	0.2047549596
201	0.2046567136
202	0.204630684
203	0.2044817605
204	0.2044371503
205	0.2043219931
206	0.2042144307
207	0.2039715941
208	0.2038616446
209	0.2037452606
210	0.2036418169
211	0.2031683605
212	0.2031049176
213	0.2029952336
214	0.2028964526
215	0.2023171199
216	0.2020215093
217	0.2019311392
218	0.2018627848
219	0.2017990318
220	0.20170309
221	0.2016251675
222	0.2015272899
223	0.2013960384
224	0.2011582041
225	0.2010346938
226	0.2009022308
227	0.2008668318
228	0.2008300408
229	0.2006884204
230	0.2005733657
231	0.2005466344
232	0.2004976942
233	0.2004093518
234	0.2002513784
235	0.2001018788
236	0.1999509285
237	0.199863784
238	0.199799688
239	0.1997571361
240	0.1996075651
241	0.1994793144
242	0.1994435901
243	0.1993754721
244	0.1992172052
245	0.199115798
246	0.1990169222
247	0.1986157588
248	0.1984792406
249	0.1983568835
250	0.1982729518
251	0.1982130846
252	0.1981105598
253	0.1979586073
254	0.1978789076
255	0.1977734118
256	0.1976728696
257	0.1975509329
258	0.1974893753
259	0.1973395366
260	0.1972513527
261	0.1970761791
262	0.1969965497
263	0.1969305517
264	0.1966571329
265	0.196442319
266	0.1962927278
267	0.196239044
268	0.1959457781
269	0.1958767288
270	0.1957877875
271	0.1956614462
272	0.1955802378
273	0.1954961674
274	0.1954034697
275	0.1949816944
276	0.194734479
277	0.1946217159
278	0.1945031858
279	0.1944130024
280	0.1943322001
281	0.19419174
282	0.1940517186
283	0.1939830845
284	0.1938612083
285	0.1937074477
286	0.1935849421
287	0.1934430957
288	0.193333658
289	0.1932566902
290	0.1931806524
291	0.1930124403
292	0.1929120992
293	0.1928478467
294	0.1927266115
295	0.1925903235
296	0.1924752407
297	0.1923683737
298	0.1923078387
299	0.1922522742
300	0.1921727729
301	0.1919805745
302	0.1919092922
303	0.1918004624
304	0.1917056541
305	0.1916009431
306	0.1915316218
307	0.1914534261
308	0.1914040376
309	0.1913090457
310	0.1912675105
311	0.1911836286
312	0.1911273668
313	0.1910247956
314	0.1908951626
315	0.1907865644
316	0.1906599097
317	0.1905462861
318	0.1904536742
319	0.1903673428
320	0.1902668808
321	0.1902099523
322	0.1901371499
323	0.1900298612
324	0.1899501312
325	0.1899028719
326	0.1897826534
327	0.189691989
328	0.1896020395
329	0.1895310201
330	0.1894694283
331	0.1893552652
332	0.1891645405
333	0.1890651198
334	0.1888232294
335	0.1887602065
336	0.1885827293
337	0.1884571365
338	0.1882352967
339	0.1881863327
340	0.1880652726
341	0.1879394375
342	0.187869083
343	0.1875437535
344	0.187398497
345	0.1873361242
346	0.1872648171
347	0.1872286262
348	0.1871978166
349	0.1870063771
350	0.1868946537
351	0.1868414749
352	0.186674215
353	0.1866097745
354	0.186543265
355	0.1864314133
356	0.1863625074
357	0.1862564343
358	0.1862038914
359	0.1861661743
360	0.1860779657
361	0.1859799722
362	0.1859213788
363	0.185802384
364	0.1857517418
365	0.1855995001
366	0.1854925686
367	0.1853118733
368	0.1852354271
369	0.1851641747
370	0.1850904717
371	0.185000092
372	0.1848494492
373	0.1847892434
374	0.1846742355
375	0.1846298959
376	0.1845459631
377	0.1844837408
378	0.1843524943
379	0.1843385114
380	0.1842952634
381	0.1842335209
382	0.184137998
383	0.1840878461
384	0.1839619007
385	0.1838842694
386	0.1837937338
387	0.1836182398
388	0.1835736045
389	0.1834714797
390	0.1833877359
391	0.1832728367
392	0.1831456198
393	0.183110973
394	0.1830056554
395	0.1829591407
396	0.1828604447
397	0.1827483036
398	0.1826784867
399	0.182566238
400	0.1823800054
401	0.1823088685
402	0.1822199891
403	0.1820837531
404	0.1819306138
405	0.1818561318
406	0.1817798899
407	0.1816147125
408	0.1815874729
409	0.1815056898
410	0.1813899272
411	0.1813272381
412	0.1812637791
413	0.1811451889
414	0.1810977404
415	0.1810189851
416	0.180942124
417	0.1808665271
418	0.1808224084
419	0.1807596073
420	0.1807167111
421	0.1806236041
422	0.180585563
423	0.180520126
424	0.1804485381
425	0.1803671533
426	0.18030481
427	0.1802441442
428	0.1801644201
429	0.1800389354
430	0.1799016845
431	0.1798279251
432	0.1797586705
433	0.1796796602
434	0.1796401443
435	0.1796303981
436	0.1795911206
437	0.179523084
438	0.1793779507
439	0.1792221521
440	0.1791734821
441	0.1790658708
442	0.1790318142
443	0.1789507585
444	0.1788793006
445	0.1788255588
446	0.1787530096
447	0.1786128375
448	0.1784976179
449	0.1783925408
450	0.1782426099
451	0.1781735389
452	0.1780988666
453	0.1780120797
454	0.177996341
455	0.1778709834
456	0.1777960254
457	0.1777379455
458	0.177673259
459	0.1775718295
460	0.1774878088
461	0.1774254184
462	0.1773078825
463	0.1772115282
464	0.1771280344
465	0.1770339541
466	0.1769809982
467	0.1768771265
468	0.1767876182
469	0.1767440705
470	0.1767042739
471	0.1765731615
472	0.1764765788
473	0.1763901339
474	0.1763217841
475	0.1762788319
476	0.1762300038
477	0.1761336031
478	0.1760143111
479	0.1759773169
480	0.1759078999
481	0.1758549813
482	0.1758028959
483	0.1757201015
484	0.1756251653
485	0.1755612689
486	0.1755153179
487	0.1754561377
488	0.1753942595
489	0.1753069195
490	0.1752400101
491	0.1751354109
492	0.1750305192
493	0.1749563889
494	0.1748905295
495	0.1748133385
496	0.1747295586
497	0.1746733028
498	0.1746293972
499	0.1745790248
500	0.1745041796
501	0.1744234836
502	0.1743655367
503	0.1743094456
504	0.1742478681
505	0.1742153453
506	0.1740998513
507	0.1740602926
508	0.1739973944
509	0.1739373814
510	0.1739111229
511	0.1738431561
512	0.1736305061
513	0.173556886
514	0.1734321799
515	0.1733915553
516	0.1733150435
517	0.1732674436
518	0.1732025195
519	0.1731512728
520	0.1730910094
521	0.1730325832
522	0.1729697465
523	0.1728801715
524	0.1727974632
525	0.1727383926
526	0.1726867202
527	0.1725650656
528	0.1724947063
529	0.1724008985
530	0.1723343578
531	0.1722499508
532	0.1721838996
533	0.1721487247
534	0.172054449
535	0.1719936679
536	0.1719321702
537	0.1719148589
538	0.1718634087
539	0.1717986206
540	0.1717571959
541	0.17173799
542	0.1716954949
543	0.1716251321
544	0.1715756706
545	0.1715233327
546	0.1714356889
547	0.1713833506
548	0.1713163286
549	0.1712807407
550	0.1712357194
551	0.1711535115
552	0.1710374623
553	0.1709463394
554	0.1709058714
555	0.1708575267
556	0.1708151016
557	0.1707090708
558	0.1706571125
559	0.1705437113
560	0.1704400802
561	0.1704064632
562	0.1703655696
563	0.1702998812
564	0.1701563891
565	0.1700927896
566	0.1700115687
567	0.1699680617
568	0.1698673367
569	0.1698263693
570	0.1697703489
571	0.1697237416
572	0.1697164708
573	0.1696288757
574	0.1695830451
575	0.1695092215
576	0.1693733355
577	0.1693208132
578	0.1692787769
579	0.1691729312
580	0.1690447359
581	0.1690373572
582	0.1689769489
583	0.1689223213
584	0.1689019184
585	0.168808301
586	0.1687468316
587	0.1686719222
588	0.1686318248
589	0.1685822384
590	0.1685339416
591	0.1684806017
592	0.1684415443
593	0.1684014729
594	0.1683724436
595	0.1683034037
596	0.1682475113
597	0.1682103488
598	0.1680391415
599	0.1679696394
600	0.1679108116
601	0.167852377
602	0.1678043483
603	0.1677180095
604	0.1676640303
605	0.167603473
606	0.1675429468
607	0.1674982554
608	0.1673962311
609	0.1673092657
610	0.1672908524
611	0.1672477516
612	0.1672157101
613	0.1671411159
614	0.1670990979
615	0.167077998
616	0.1670378958
617	0.1669993966
618	0.1669643084
619	0.1669199733
620	0.1668513534
621	0.1667923779
622	0.1667088433
623	0.1666672611
624	0.1666077697
625	0.1665410416
626	0.1665012029
627	0.1664411376
628	0.1663975816
629	0.1663071251
630	0.1662795017
631	0.1662028585
632	0.1661963844
633	0.1661125905
634	0.1660133341
635	0.1659698044
636	0.1658991585
637	0.1658796398
638	0.1658161183
639	0.1657439419
640	0.1656651301
641	0.1656079676
642	0.1655493257
643	0.1654719133
644	0.1653902921
645	0.1653148281
646	0.1652712937
647	0.1652353188
648	0.1651747904
649	0.1651617702
650	0.1651155273
651	0.1650342465
652	0.1649604326
653	0.1648866866
654	0.1648334577
655	0.164797834
656	0.164710186
657	0.1646694267
658	0.1645398809
659	0.1643955566
660	0.1643611473
661	0.1643042133
662	0.1642629802
663	0.1642131449
664	0.1641260541
665	0.1640849832
666	0.1640088118
667	0.1639632407
668	0.1638903592
669	0.1638446257
670	0.1638084949
671	0.1637292795
672	0.1636586719
673	0.1636049855
674	0.1635393514
675	0.1634385618
676	0.1634066064
677	0.1633799826
678	0.1633374861
679	0.1632644704
680	0.163156838
681	0.1630869452
682	0.1630229168
683	0.1629856108
684	0.162898147
685	0.1628271626
686	0.162769214
687	0.1627532791
688	0.1627005555
689	0.1626478373
690	0.1626021529
691	0.1625149324
692	0.1624628564
693	0.1623989069
694	0.1623790959
695	0.1622973404
696	0.1622356801
697	0.162234433
698	0.1621844029
699	0.1621427805
700	0.1621327269
701	0.1620846887
702	0.1619795862
703	0.1618830577
704	0.1618365973
705	0.1617717159
706	0.1617113259
707	0.1616455521
708	0.1616130819
709	0.1616034851
710	0.1615413055
711	0.1614752675
712	0.1614404535
713	0.1613875701
714	0.1613082044
715	0.1612479575
716	0.1611895848
717	0.1611214692
718	0.1610993779
719	0.1610618696
720	0.16100634
721	0.1609698747
722	0.1609318301
723	0.1608614577
724	0.1607944644
725	0.1606904275
726	0.1606744604
727	0.1606452006
728	0.160592762
729	0.1605275918
730	0.1604656834
731	0.1604015485
732	0.1603190742
733	0.1602780252
734	0.1602090322
735	0.1601580615
736	0.1601171484
737	0.1600676328
738	0.1600409002
739	0.1599708881
740	0.1599478607
741	0.159907469
742	0.1598822326
743	0.1598447878
744	0.1597879639
745	0.1597189854
746	0.1596453421
747	0.1595799997
748	0.1595273565
749	0.1594837097
750	0.1594226742
751	0.1593449429
752	0.1592931768
753	0.1592486772
754	0.1591923516
755	0.1591559698
756	0.1591064598
757	0.1590317098
758	0.1589669231
759	0.1589501469
760	0.1589189007
761	0.1588635432
762	0.1587910297
763	0.1586915749
764	0.1586283023
765	0.1585936369
766	0.158542648
767	0.158530232
768	0.1584919863
769	0.1584443036
770	0.1583779057
771	0.15831479
772	0.15829558
773	0.1582659397
774	0.1582294567
775	0.1581906024
776	0.1581689461
777	0.1581042608
778	0.1580314931
779	0.1580305317
780	0.1579822358
781	0.1579192175
782	0.1578464406
783	0.1578057077
784	0.15772205
785	0.1576604111
786	0.1576249534
787	0.1575205971
788	0.1574906083
789	0.1574432645
790	0.1573914258
791	0.1573597276
792	0.1572763823
793	0.1572379576
794	0.1571910055
795	0.1571162596
796	0.1570280478
797	0.1569794011
798	0.1568875537
799	0.1568372763
800	0.1567425423
801	0.1566796341
802	0.1566084497
803	0.1565563025
804	0.1564847517
805	0.1564358526
806	0.1563991074
807	0.1563263187
808	0.1562857093
809	0.1562282411
810	0.1561701902
811	0.1560902758
812	0.156030504
813	0.1560092351
814	0.1559319895
815	0.1558824266
816	0.1557981375
817	0.1557212914
818	0.1556631967
819	0.1555824898
820	0.1555455332
821	0.1555161279
822	0.1554778709
823	0.1553996377
824	0.1553649385
825	0.1553047212
826	0.1552517638
827	0.1551772953
828	0.1550880429
829	0.155013912
830	0.1549659607
831	0.154900198
832	0.1548478086
833	0.1547780818
834	0.1547205718
835	0.1546952313
836	0.1546417397
837	0.1545629094
838	0.154539051
839	0.1545011132
840	0.1544220168
841	0.1543745041
842	0.1543008711
843	0.1542820927
844	0.1542484752
845	0.1541758263
846	0.1541022764
847	0.1540337324
848	0.1539753164
849	0.1539217353
850	0.1538561187
851	0.1537307701
852	0.1536866496
853	0.1536071516
854	0.1535609347
855	0.1534721354
856	0.1534144626
857	0.153350415
858	0.1533021954
859	0.1532318781
860	0.1531920856
861	0.1531304121
862	0.1531001132
863	0.1530344323
864	0.1529841014
865	0.1529402244
866	0.1528929815
867	0.1528535589
868	0.1528243156
869	0.1527319653
870	0.15266157
871	0.1526028193
872	0.1525383811
873	0.152494455
874	0.1524719391
875	0.1524118791
876	0.1523779975
877	0.1523480178
878	0.1522825839
879	0.1522274534
880	0.1521919385
881	0.1521215745
882	0.1520435007
883	0.1519712695
884	0.1519296065
885	0.1518972914
886	0.1518524842
887	0.1518136414
888	0.1517553106
889	0.1516883635
890	0.1516368545
891	0.1515803728
892	0.1515364146
893	0.1514860965
894	0.151428188
895	0.1513939512
896	0.1513644248
897	0.1513495971
898	0.1512821301
899	0.1512165671
900	0.1511895109
901	0.1511623987
902	0.1511104339
903	0.1510459611
904	0.150989748
905	0.1509564688
906	0.1509086657
907	0.1508569806
908	0.1507449642
909	0.1506986899
910	0.150657904
911	0.1506056004
912	0.1505562525
913	0.1505235914
914	0.1504832549
915	0.1504283854
916	0.1503477101
917	0.1502915771
918	0.1502134699
919	0.1501681889
920	0.1500901215
921	0.1500617063
922	0.1500170041
923	0.1499503035
924	0.1499084793
925	0.149856523
926	0.1497971609
927	0.1497463304
928	0.1497177439
929	0.1496500154
930	0.1495946975
931	0.1495539179
932	0.1495095757
933	0.1494682361
934	0.149448454
935	0.1494357385
936	0.1493859051
937	0.149354409
938	0.1493001727
939	0.1492606149
940	0.1492238999
941	0.1491879563
942	0.1491312144
943	0.1490701847
944	0.1490194367
945	0.1489615917
946	0.1489051382
947	0.1487698372
948	0.148667569
949	0.1486312563
950	0.1485886117
951	0.1484859348
952	0.1484203974
953	0.1484002013
954	0.1483624472
955	0.1483163517
956	0.1483118179
957	0.148267203
958	0.1482036545
959	0.1481496977
960	0.1481223775
961	0.1480646555
962	0.1480303302
963	0.1479888097
964	0.1479595713
965	0.1479084017
966	0.147860232
967	0.1478146009
968	0.147778725
969	0.1477242797
970	0.1476824685
971	0.1476452009
972	0.1476196388
973	0.1475675603
974	0.1475322549
975	0.1475055839
976	0.1474707351
977	0.1474202681
978	0.1474010839
979	0.1473454095
980	0.1473171809
981	0.1472861522
982	0.1472437222
983	0.1472271516
984	0.1471771574
985	0.1471317743
986	0.1470619914
987	0.1470145078
988	0.1469638803
989	0.14692096
990	0.1468797465
991	0.1468478441
992	0.1467952292
993	0.1467417375
994	0.1466870709
995	0.1466211347
996	0.1465530955
997	0.146499538
998	0.14647939
999	0.1464045582
